Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,UpperBound,LowerBound,Source,FootNote,Age,Location,Nature,Observation Status,Reporting Type,Sex,Units
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",360,Indonesia,2019,23.6,2019,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",360,Indonesia,2020,22.8,2020,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",360,Indonesia,2021,22,2021,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",360,Indonesia,2022,21.3,2022,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",360,Indonesia,2023,20.6,2023,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",458,Malaysia,2015,8.1,2015,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",458,Malaysia,2016,8.2,2016,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",458,Malaysia,2017,8.2,2017,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",458,Malaysia,2018,8.2,2018,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",458,Malaysia,2019,8.2,2019,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",458,Malaysia,2020,8.1,2020,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",458,Malaysia,2021,8.1,2021,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",458,Malaysia,2022,8.1,2022,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",458,Malaysia,2023,8.1,2023,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",524,Nepal,2015,38.2,2015,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",524,Nepal,2016,36.4,2016,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",524,Nepal,2017,34.6,2017,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",524,Nepal,2018,33,2018,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",524,Nepal,2019,31.4,2019,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",524,Nepal,2020,29.9,2020,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",524,Nepal,2021,28.6,2021,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",524,Nepal,2022,27.5,2022,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",524,Nepal,2023,26.5,2023,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",586,Pakistan,2015,75.6,2015,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",586,Pakistan,2016,73.3,2016,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",586,Pakistan,2017,71,2017,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",586,Pakistan,2018,68.8,2018,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",586,Pakistan,2019,66.7,2019,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",586,Pakistan,2020,64.6,2020,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",586,Pakistan,2021,62.5,2021,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",586,Pakistan,2022,60.5,2022,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",586,Pakistan,2023,58.5,2023,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",608,Philippines,2015,27.8,2015,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",608,Philippines,2016,27.8,2016,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",608,Philippines,2017,27.8,2017,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",608,Philippines,2018,27.9,2018,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",608,Philippines,2019,28,2019,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",608,Philippines,2020,27.9,2020,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",608,Philippines,2021,27.7,2021,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",608,Philippines,2022,27.3,2022,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",608,Philippines,2023,26.9,2023,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",702,Singapore,2015,2.7,2015,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",702,Singapore,2016,2.7,2016,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",702,Singapore,2017,2.6,2017,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",702,Singapore,2018,2.5,2018,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",702,Singapore,2019,2.4,2019,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",702,Singapore,2020,2.3,2020,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",702,Singapore,2021,2.2,2021,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",702,Singapore,2022,2.2,2022,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",702,Singapore,2023,2.1,2023,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",704,Viet Nam,2015,22,2015,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",704,Viet Nam,2016,21.8,2016,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",704,Viet Nam,2017,21.5,2017,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",704,Viet Nam,2018,21.4,2018,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",704,Viet Nam,2019,21.2,2019,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",704,Viet Nam,2020,21,2020,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",704,Viet Nam,2021,20.7,2021,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",704,Viet Nam,2022,20.4,2022,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",704,Viet Nam,2023,20,2023,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",764,Thailand,2015,11.9,2015,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",764,Thailand,2016,11.5,2016,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",764,Thailand,2017,11.1,2017,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",764,Thailand,2018,10.8,2018,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",764,Thailand,2019,10.4,2019,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",764,Thailand,2020,10.1,2020,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",764,Thailand,2021,9.8,2021,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",764,Thailand,2022,9.5,2022,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",764,Thailand,2023,9.2,2023,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",764,Bangladesh,2015,56.43603516,2015,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",,,ALLAREA,E,,G,,PERCENT
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",764,Bangladesh,2016,56.84784698,2016,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",,,ALLAREA,E,,G,,PERCENT
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",764,Bangladesh,2017,57.27599716,2017,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",,,ALLAREA,E,,G,,PERCENT
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",764,Bangladesh,2018,57.72062302,2018,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",,,ALLAREA,E,,G,,PERCENT
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",764,Bangladesh,2019,58.18170929,2019,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",,,ALLAREA,E,,G,,PERCENT
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",764,Bangladesh,2020,58.65925598,2020,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",,,ALLAREA,E,,G,,PERCENT
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",764,Bangladesh,2021,59.15341949,2021,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",,,ALLAREA,E,,G,,PERCENT
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",764,Bangladesh,2022,59.16010666,2022,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",,,ALLAREA,E,,G,,PERCENT
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",764,Bangladesh,2023,59.14280319,2023,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",,,ALLAREA,E,,G,,PERCENT
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",764,Bangladesh,2024,59.12542725,2024,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",,,ALLAREA,E,,G,,PERCENT
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",764,Bhutan,2015,47.1015358,2015,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",,,ALLAREA,E,,G,,PERCENT
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",764,Bhutan,2016,50.50870514,2016,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",,,ALLAREA,E,,G,,PERCENT
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",764,Bhutan,2017,53.9260025,2017,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",,,ALLAREA,E,,G,,PERCENT
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",764,Bhutan,2018,57.2682991,2018,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",,,ALLAREA,E,,G,,PERCENT
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",764,Bhutan,2019,60.59222794,2019,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",,,ALLAREA,E,,G,,PERCENT
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",764,Bhutan,2020,63.61893463,2020,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",,,ALLAREA,E,,G,,PERCENT
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",764,Bhutan,2021,66.61621094,2021,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",,,ALLAREA,E,,G,,PERCENT
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",764,Bhutan,2022,67.78294373,2022,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",,,ALLAREA,E,,G,,PERCENT
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",764,Bhutan,2023,66.65407562,2023,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",,,ALLAREA,E,,G,,PERCENT
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",764,Bhutan,2024,65.59421539,2024,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",,,ALLAREA,E,,G,,PERCENT
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",764,Myanmar,2015,51.27312088,2015,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",,,ALLAREA,E,,G,,PERCENT
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",764,Myanmar,2016,52.81341553,2016,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",,,ALLAREA,E,,G,,PERCENT
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",764,Myanmar,2017,54.37704849,2017,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",,,ALLAREA,E,,G,,PERCENT
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",764,Myanmar,2018,55.96328354,2018,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",,,ALLAREA,E,,G,,PERCENT
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",764,Myanmar,2019,57.57081604,2019,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",,,ALLAREA,E,,G,,PERCENT
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",764,Myanmar,2020,58.81552887,2020,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",,,ALLAREA,E,,G,,PERCENT
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",764,Myanmar,2021,59.5047493,2021,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",,,ALLAREA,E,,G,,PERCENT
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",764,Myanmar,2022,59.57403946,2022,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",,,ALLAREA,E,,G,,PERCENT
6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",764,Myanmar,2023,59.64718246,2023,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2025)",,,ALLAREA,E,,G,,PERCENT
